 Sex, Local Health Districts, year, Drinking frequency, Number of Respondents, Actual estimate (Per cent), LL 95% CI, UL 95% CI
 Males, Nepean Blue Mountains LHD, 2010-2011, Less than weekly,465,26.5,21,32
 Males, Nepean Blue Mountains LHD, 2010-2011, Weekly,465,40.4,34.2,46.7
 Males, Nepean Blue Mountains LHD, 2010-2011, Daily,465,11.1,8,14.3
 Males, Nepean Blue Mountains LHD, 2011-2012, Never,682,20.8,16.9,24.7
 Males, Nepean Blue Mountains LHD, 2011-2012, Less than weekly,682,27.8,23.3,32.3
 Males, Nepean Blue Mountains LHD, 2011-2012, Weekly,682,39.3,34,44.7
 Males, Nepean Blue Mountains LHD, 2011-2012, Daily,682,12.1,8.9,15.2
 Males, Nepean Blue Mountains LHD, 2012-2013, Never,696,25.8,20.8,30.9
 Males, Nepean Blue Mountains LHD, 2012-2013, Less than weekly,696,28.8,23.9,33.6
 Males, Nepean Blue Mountains LHD, 2012-2013, Weekly,696,37,31.6,42.4
 Males, Nepean Blue Mountains LHD, 2012-2013, Daily,696,8.4,5.8,11.1
 Males, Nepean Blue Mountains LHD, 2013-2014, Never,625,30.2,24.6,35.8
 Males, Nepean Blue Mountains LHD, 2013-2014, Less than weekly,625,27.1,21.4,32.8
 Males, Nepean Blue Mountains LHD, 2013-2014, Weekly,625,35,29.5,40.5
 Males, Nepean Blue Mountains LHD, 2013-2014, Daily,625,7.7,5.4,10
 Males, Nepean Blue Mountains LHD, 2014-2015, Never,641,27.5,21.9,33.1
 Males, Nepean Blue Mountains LHD, 2014-2015, Less than weekly,641,26.1,19.6,32.6
 Males, Nepean Blue Mountains LHD, 2014-2015, Weekly,641,33.8,27.3,40.3
 Males, Nepean Blue Mountains LHD, 2014-2015, Daily,641,12.6,4.8,20.5
 Males, Nepean Blue Mountains LHD, 2015-2016, Never,677,27.5,21.8,33.1
 Males, Nepean Blue Mountains LHD, 2015-2016, Less than weekly,677,25.1,19.1,31.2
 Males, Nepean Blue Mountains LHD, 2015-2016, Weekly,677,33.3,26.8,39.8
 Males, Nepean Blue Mountains LHD, 2015-2016, Daily,677,14.1,6,22.2
 Males, Nepean Blue Mountains LHD, 2016-2017, Never,709,29,23.5,34.5
 Males, Nepean Blue Mountains LHD, 2016-2017, Less than weekly,709,26,20.6,31.3
 Males, Nepean Blue Mountains LHD, 2016-2017, Weekly,709,34.7,29.1,40.3
 Males, Nepean Blue Mountains LHD, 2016-2017, Daily,709,10.3,6.7,14
 Males, Northern Sydney LHD, 2002-2003, Never,641,15.2,12.1,18.3
 Males, Northern Sydney LHD, 2002-2003, Less than weekly,641,17.9,14.5,21.3
 Males, Northern Sydney LHD, 2002-2003, Weekly,641,50.8,46.5,55.2
 Males, Northern Sydney LHD, 2002-2003, Daily,641,16,13,19
 Males, Northern Sydney LHD, 2003-2004, Never,523,14.6,11.2,17.9
 Males, Northern Sydney LHD, 2003-2004, Less than weekly,523,17.9,13.8,22
 Males, Northern Sydney LHD, 2003-2004, Weekly,523,50.9,45.8,56
 Males, Northern Sydney LHD, 2003-2004, Daily,523,16.6,13,20.3
 Males, Northern Sydney LHD, 2004-2005, Never,584,15.6,12.3,18.9
 Males, Northern Sydney LHD, 2004-2005, Less than weekly,584,16.8,12.8,20.9
 Males, Northern Sydney LHD, 2004-2005, Weekly,584,51.3,46.3,56.3
 Males, Northern Sydney LHD, 2004-2005, Daily,584,16.3,12.8,19.8
 Males, Northern Sydney LHD, 2005-2006, Never,687,16.1,13,19.2
 Males, Northern Sydney LHD, 2005-2006, Less than weekly,687,18.6,15,22.1
 Males, Northern Sydney LHD, 2005-2006, Weekly,687,51.5,47.2,55.9
 Males, Northern Sydney LHD, 2005-2006, Daily,687,13.8,11.1,16.5
 Males, Northern Sydney LHD, 2006-2007, Never,550,16.5,13.1,20
 Males, Northern Sydney LHD, 2006-2007, Less than weekly,550,20.1,16,24.2
 Males, Northern Sydney LHD, 2006-2007, Weekly,550,50.9,46,55.8
 Males, Northern Sydney LHD, 2006-2007, Daily,550,12.5,9.6,15.4
 Males, Northern Sydney LHD, 2007-2008, Never,534,19.3,15,23.5
 Males, Northern Sydney LHD, 2007-2008, Less than weekly,534,16.5,12.5,20.6
 Males, Northern Sydney LHD, 2007-2008, Weekly,534,50.8,45.6,56.1
 Males, Northern Sydney LHD, 2007-2008, Daily,534,13.4,10.4,16.4
 Males, Northern Sydney LHD, 2008-2009, Never,645,18.1,14.3,21.8
 Males, Northern Sydney LHD, 2008-2009, Less than weekly,645,16.6,13,20.2
 Males, Northern Sydney LHD, 2008-2009, Weekly,645,51,46.4,55.7
 Males, Northern Sydney LHD, 2008-2009, Daily,645,14.3,11.5,17
 Males, Northern Sydney LHD, 2009-2010, Never,700,16.2,13,19.4
 Males, Northern Sydney LHD, 2009-2010, Less than weekly,700,20.2,16.3,24
 Males, Northern Sydney LHD, 2009-2010, Weekly,700,48.8,44.3,53.4
 Males, Northern Sydney LHD, 2009-2010, Daily,700,14.8,11.8,17.8
 Males, Northern Sydney LHD, 2010-2011, Never,695,15.6,12.3,18.9
 Males, Northern Sydney LHD, 2010-2011, Less than weekly,695,16.9,13.1,20.7
 Males, Northern Sydney LHD, 2010-2011, Weekly,695,54.4,49,59.7
 Males, Northern Sydney LHD, 2010-2011, Daily,695,13.2,10.1,16.2
 Males, Northern Sydney LHD, 2011-2012, Never,787,17.7,13.9,21.4
 Males, Northern Sydney LHD, 2011-2012, Less than weekly,787,17.2,13.1,21.3
 Males, Northern Sydney LHD, 2011-2012, Weekly,787,54.7,49.2,60.1
 Males, Northern Sydney LHD, 2011-2012, Daily,787,10.5,7.9,13.1
 Males, Northern Sydney LHD, 2012-2013, Never,906,22.7,18.9,26.4
 Males, Northern Sydney LHD, 2012-2013, Less than weekly,906,22.3,18.3,26.3
 Males, Northern Sydney LHD, 2012-2013, Weekly,906,46.8,42.3,51.3
 Males, Northern Sydney LHD, 2012-2013, Daily,906,8.2,6,10.4
 Males, Northern Sydney LHD, 2013-2014, Never,862,22.5,18.8,26.1
 Males, Northern Sydney LHD, 2013-2014, Less than weekly,862,23.7,20.1,27.3
 Males, Northern Sydney LHD, 2013-2014, Weekly,862,44.6,40.5,48.7
 Males, Northern Sydney LHD, 2013-2014, Daily,862,9.2,7,11.5
 Males, Northern Sydney LHD, 2014-2015, Never,804,19.9,15.4,24.5
 Males, Northern Sydney LHD, 2014-2015, Less than weekly,804,25.4,20.7,30.1
 Males, Northern Sydney LHD, 2014-2015, Weekly,804,44.8,39.5,50.2
 Males, Northern Sydney LHD, 2014-2015, Daily,804,9.8,7.3,12.3
 Males, Northern Sydney LHD, 2015-2016, Never,809,18.4,14,22.7
 Males, Northern Sydney LHD, 2015-2016, Less than weekly,809,24.7,20.2,29.2
 Males, Northern Sydney LHD, 2015-2016, Weekly,809,47.9,42.6,53.2
 Males, Northern Sydney LHD, 2015-2016, Daily,809,9,6.6,11.5
 Males, Northern Sydney LHD, 2016-2017, Never,793,15.1,12.1,18
 Males, Northern Sydney LHD, 2016-2017, Less than weekly,793,24.9,21.2,28.6
 Males, Northern Sydney LHD, 2016-2017, Weekly,793,52.1,47.9,56.3
 Males, Northern Sydney LHD, 2016-2017, Daily,793,7.9,5.9,10
 Males, Central Coast LHD, 2002-2003, Never,551,15.9,12.4,19.5
 Males, Central Coast LHD, 2002-2003, Less than weekly,551,21.7,17.5,25.9
 Males, Central Coast LHD, 2002-2003, Weekly,551,46.5,41.7,51.3
 Males, Central Coast LHD, 2002-2003, Daily,551,15.9,13,18.9
 Males, Central Coast LHD, 2003-2004, Never,502,14,10.5,17.6
 Males, Central Coast LHD, 2003-2004, Less than weekly,502,23.4,18.9,28
 Males, Central Coast LHD, 2003-2004, Weekly,502,45.6,40.4,50.8
 Males, Central Coast LHD, 2003-2004, Daily,502,17,13.3,20.6
 Males, Central Coast LHD, 2004-2005, Never,379,15,10.6,19.4
 Males, Central Coast LHD, 2004-2005, Less than weekly,379,23,17.8,28.3
 Males, Central Coast LHD, 2004-2005, Weekly,379,46.6,40.5,52.8
 Males, Central Coast LHD, 2004-2005, Daily,379,15.3,11.3,19.4
 Males, Central Coast LHD, 2005-2006, Never,288,22.7,15.4,30
 Males, Central Coast LHD, 2005-2006, Less than weekly,288,21.4,15.7,27.2
 Males, Central Coast LHD, 2005-2006, Weekly,288,39.2,32.2,46.1
 Males, Central Coast LHD, 2005-2006, Daily,288,16.7,12.2,21.2
 Males, Central Coast LHD, 2006-2007, Never,234,30.5,21.5,39.4
 Males, Central Coast LHD, 2006-2007, Less than weekly,234,20.8,14.3,27.3
 Males, Central Coast LHD, 2006-2007, Weekly,234,31.2,24,38.4
 Males, Central Coast LHD, 2006-2007, Daily,234,17.5,12.3,22.7
 Males, Central Coast LHD, 2007-2008, Never,246,21.1,15.1,27.1
 Males, Central Coast LHD, 2007-2008, Less than weekly,246,19.9,12.4,27.4
 Males, Central Coast LHD, 2007-2008, Weekly,246,43.7,35.3,52.1
 Males, Central Coast LHD, 2007-2008, Daily,246,15.3,9.8,20.7
 Males, Central Coast LHD, 2008-2009, Never,294,15.2,10.5,19.8
 Males, Central Coast LHD, 2008-2009, Less than weekly,294,18.9,12.6,25.2
 Males, Central Coast LHD, 2008-2009, Weekly,294,47.4,39.8,54.9
 Males, Central Coast LHD, 2008-2009, Daily,294,18.6,13.2,24
 Males, Central Coast LHD, 2009-2010, Never,318,22.3,14.8,29.7
 Males, Central Coast LHD, 2009-2010, Less than weekly,318,18.7,13.3,24.1
 Males, Central Coast LHD, 2009-2010, Weekly,318,41.5,34,48.9
 Males, Central Coast LHD, 2009-2010, Daily,318,17.5,12.7,22.3
 Males, Central Coast LHD, 2010-2011, Never,479,20.2,13.1,27.2
 Males, Central Coast LHD, 2010-2011, Less than weekly,479,22.2,16.9,27.4
 Males, Central Coast LHD, 2010-2011, Weekly,479,43.1,36.3,49.8
 Males, Central Coast LHD, 2010-2011, Daily,479,14.6,10.9,18.3
 Males, Central Coast LHD, 2011-2012, Never,642,17.5,13.3,21.7
 Males, Central Coast LHD, 2011-2012, Less than weekly,642,26.3,20.8,31.8
 Males, Central Coast LHD, 2011-2012, Weekly,642,41.2,35.6,46.8
 Males, Central Coast LHD, 2011-2012, Daily,642,15,11.2,18.9
 Males, Central Coast LHD, 2012-2013, Never,644,21.1,16.4,25.9
 Males, Central Coast LHD, 2012-2013, Less than weekly,644,25.7,20.4,31.1
 Males, Central Coast LHD, 2012-2013, Weekly,644,38.7,33.1,44.4
 Males, Central Coast LHD, 2012-2013, Daily,644,14.4,10.6,18.2
 Males, Central Coast LHD, 2013-2014, Never,605,22,16.1,27.8
 Males, Central Coast LHD, 2013-2014, Less than weekly,605,21,15.7,26.4
 Males, Central Coast LHD, 2013-2014, Weekly,605,44.8,38,51.6
 Males, Central Coast LHD, 2013-2014, Daily,605,12.2,8.8,15.6
 Males, Central Coast LHD, 2014-2015, Never,654,22.5,16.2,28.9
 Males, Central Coast LHD, 2014-2015, Less than weekly,654,18.3,13.3,23.3
 Males, Central Coast LHD, 2014-2015, Weekly,654,49.5,42,57
 Males, Central Coast LHD, 2014-2015, Daily,654,9.7,6.8,12.5
 Males, Central Coast LHD, 2015-2016, Never,693,22.5,17.1,27.9
 Males, Central Coast LHD, 2015-2016, Less than weekly,693,20.8,15.4,26.3
 Males, Central Coast LHD, 2015-2016, Weekly,693,45.6,38.3,52.9
 Males, Central Coast LHD, 2015-2016, Daily,693,11.1,7.9,14.2
 Males, Central Coast LHD, 2016-2017, Never,671,23.3,17,29.5
 Males, Central Coast LHD, 2016-2017, Less than weekly,671,26.7,20.2,33.1
 Males, Central Coast LHD, 2016-2017, Weekly,671,36,29.3,42.8
 Males, Central Coast LHD, 2016-2017, Daily,671,14,10.2,17.8
 Males, Hunter New England LHD, 2002-2003, Never,"1,484",16.3,14,18.6
 Males, Hunter New England LHD, 2002-2003, Less than weekly,"1,484",22.6,19.8,25.5
 Males, Hunter New England LHD, 2002-2003, Weekly,"1,484",43.9,40.8,47.1
 Males, Hunter New England LHD, 2002-2003, Daily,"1,484",17.1,14.9,19.3
 Males, Hunter New England LHD, 2003-2004, Never,"1,332",18.2,15.8,20.6
 Males, Hunter New England LHD, 2003-2004, Less than weekly,"1,332",19.8,17.3,22.4
 Males, Hunter New England LHD, 2003-2004, Weekly,"1,332",44,40.9,47.2
 Males, Hunter New England LHD, 2003-2004, Daily,"1,332",17.9,15.6,20.2
 Males, Hunter New England LHD, 2004-2005, Never,"1,140",20.3,17.7,22.9
 Males, Hunter New England LHD, 2004-2005, Less than weekly,"1,140",19.6,16.9,22.3
 Males, Hunter New England LHD, 2004-2005, Weekly,"1,140",43.4,40.1,46.6
 Males, Hunter New England LHD, 2004-2005, Daily,"1,140",16.7,14.5,19
 Males, Hunter New England LHD, 2005-2006, Never,"1,008",22.1,19.2,25
 Males, Hunter New England LHD, 2005-2006, Less than weekly,"1,008",18.5,15.6,21.4
 Males, Hunter New England LHD, 2005-2006, Weekly,"1,008",43.6,40,47.2
 Males, Hunter New England LHD, 2005-2006, Daily,"1,008",15.8,13.5,18.1
 Males, Hunter New England LHD, 2006-2007, Never,762,21.9,18.6,25.3
 Males, Hunter New England LHD, 2006-2007, Less than weekly,762,17.7,14.4,21.1
 Males, Hunter New England LHD, 2006-2007, Weekly,762,45.3,41,49.5
 Males, Hunter New England LHD, 2006-2007, Daily,762,15.1,12.3,17.8
 Males, Hunter New England LHD, 2007-2008, Never,767,20.6,17.2,23.9
 Males, Hunter New England LHD, 2007-2008, Less than weekly,767,17.7,14.4,21
 Males, Hunter New England LHD, 2007-2008, Weekly,767,45,40.7,49.2
 Males, Hunter New England LHD, 2007-2008, Daily,767,16.8,13.8,19.8
 Males, Hunter New England LHD, 2008-2009, Never,909,21.5,18.5,24.6
 Males, Hunter New England LHD, 2008-2009, Less than weekly,909,18.7,15.7,21.7
 Males, Hunter New England LHD, 2008-2009, Weekly,909,42.3,38.5,46
 Males, Hunter New England LHD, 2008-2009, Daily,909,17.5,14.9,20.2
 Males, Hunter New England LHD, 2009-2010, Never,961,24.3,21,27.5
 Males, Hunter New England LHD, 2009-2010, Less than weekly,961,20.9,17.6,24.1
 Males, Hunter New England LHD, 2009-2010, Weekly,961,39.6,35.8,43.3
 Males, Hunter New England LHD, 2009-2010, Daily,961,15.3,12.9,17.7
 Males, Hunter New England LHD, 2010-2011, Never,766,24.8,20.5,29.1
 Males, Hunter New England LHD, 2010-2011, Less than weekly,766,22.5,18,27.1
 Males, Hunter New England LHD, 2010-2011, Weekly,766,36.9,32.2,41.5
 Males, Hunter New England LHD, 2010-2011, Daily,766,15.8,12.9,18.7
 Males, Hunter New England LHD, 2011-2012, Never,691,20.3,15.1,25.4
 Males, Hunter New England LHD, 2011-2012, Less than weekly,691,24.4,17.8,31.1
 Males, Hunter New England LHD, 2011-2012, Weekly,691,39,32.3,45.7
 Males, Hunter New England LHD, 2011-2012, Daily,691,16.3,11,21.5
 Males, Hunter New England LHD, 2012-2013, Never,795,19.5,14.9,24.1
 Males, Hunter New England LHD, 2012-2013, Less than weekly,795,24.1,18.1,30.1
 Males, Hunter New England LHD, 2012-2013, Weekly,795,40.9,34.6,47.1
 Males, Hunter New England LHD, 2012-2013, Daily,795,15.5,10.4,20.7
 Males, Hunter New England LHD, 2013-2014, Never,797,20.8,17,24.6
 Males, Hunter New England LHD, 2013-2014, Less than weekly,797,24.4,20.3,28.5
 Males, Hunter New England LHD, 2013-2014, Weekly,797,41.6,37.2,46
 Males, Hunter New England LHD, 2013-2014, Daily,797,13.2,10.2,16.1
 Males, Hunter New England LHD, 2014-2015, Never,782,22.7,17.7,27.8
 Males, Hunter New England LHD, 2014-2015, Less than weekly,782,24.2,19.6,28.9
 Males, Hunter New England LHD, 2014-2015, Weekly,782,43.1,37.8,48.4
 Males, Hunter New England LHD, 2014-2015, Daily,782,10,7.5,12.4
 Males, Hunter New England LHD, 2015-2016, Never,794,23.1,18.2,28
 Males, Hunter New England LHD, 2015-2016, Less than weekly,794,20.9,16.7,25.2
 Males, Hunter New England LHD, 2015-2016, Weekly,794,45.3,40.1,50.6
 Males, Hunter New England LHD, 2015-2016, Daily,794,10.6,8,13.2
 Males, Hunter New England LHD, 2016-2017, Never,784,19.3,16,22.7
 Males, Hunter New England LHD, 2016-2017, Less than weekly,784,20.1,16.4,23.8
 Males, Hunter New England LHD, 2016-2017, Weekly,784,47.6,43.2,52
 Males, Hunter New England LHD, 2016-2017, Daily,784,13,10.2,15.7
 Males, Northern NSW LHD, 2002-2003, Never,693,17.4,14.2,20.6
 Males, Northern NSW LHD, 2002-2003, Less than weekly,693,20.5,16.9,24.1
 Males, Northern NSW LHD, 2002-2003, Weekly,693,42.5,38.3,46.7
 Males, Northern NSW LHD, 2002-2003, Daily,693,19.6,16.7,22.6
 Males, Northern NSW LHD, 2003-2004, Never,652,18.6,15.3,22
 Males, Northern NSW LHD, 2003-2004, Less than weekly,652,19.3,15.8,22.8
 Males, Northern NSW LHD, 2003-2004, Weekly,652,39.5,35.3,43.7
 Males, Northern NSW LHD, 2003-2004, Daily,652,22.6,19.3,25.9
 Males, Northern NSW LHD, 2004-2005, Never,667,21.6,18,25.3
 Males, Northern NSW LHD, 2004-2005, Less than weekly,667,18.2,14.7,21.6
 Males, Northern NSW LHD, 2004-2005, Weekly,667,40.1,35.8,44.4
 Males, Northern NSW LHD, 2004-2005, Daily,667,20.1,16.9,23.2
 Males, Northern NSW LHD, 2005-2006, Never,588,21.4,17.7,25.2
 Males, Northern NSW LHD, 2005-2006, Less than weekly,588,16.1,12.5,19.7
 Males, Northern NSW LHD, 2005-2006, Weekly,588,43.6,38.6,48.6
 Males, Northern NSW LHD, 2005-2006, Daily,588,18.9,15.2,22.5
 Males, Northern NSW LHD, 2006-2007, Never,458,20.1,16,24.3
 Males, Northern NSW LHD, 2006-2007, Less than weekly,458,14,10.1,17.9
 Males, Northern NSW LHD, 2006-2007, Weekly,458,45.8,40.1,51.5
 Males, Northern NSW LHD, 2006-2007, Daily,458,20,15.5,24.5
 Males, Northern NSW LHD, 2007-2008, Never,489,18.4,14.4,22.3
 Males, Northern NSW LHD, 2007-2008, Less than weekly,489,16.9,12.8,21.1
 Males, Northern NSW LHD, 2007-2008, Weekly,489,43.2,37.8,48.5
 Males, Northern NSW LHD, 2007-2008, Daily,489,21.5,17,26
 Males, Northern NSW LHD, 2008-2009, Never,582,21.3,17.6,25
 Males, Northern NSW LHD, 2008-2009, Less than weekly,582,18.2,14.4,22.1
 Males, Northern NSW LHD, 2008-2009, Weekly,582,41.7,36.9,46.4
 Males, Northern NSW LHD, 2008-2009, Daily,582,18.8,15.1,22.4
 Males, Northern NSW LHD, 2009-2010, Never,654,24.8,21,28.6
 Males, Northern NSW LHD, 2009-2010, Less than weekly,654,15.9,12.6,19.2
 Males, Northern NSW LHD, 2009-2010, Weekly,654,42.7,38.4,47.1
 Males, Northern NSW LHD, 2009-2010, Daily,654,16.5,13.6,19.4
 Males, Northern NSW LHD, 2010-2011, Never,630,21.9,17.9,25.9
 Males, Northern NSW LHD, 2010-2011, Less than weekly,630,19.2,15,23.4
 Males, Northern NSW LHD, 2010-2011, Weekly,630,42.8,37.9,47.6
 Males, Northern NSW LHD, 2010-2011, Daily,630,16.2,13.2,19.1
 Males, Northern NSW LHD, 2011-2012, Never,634,19.9,15.7,24.1
 Males, Northern NSW LHD, 2011-2012, Less than weekly,634,24.7,19.9,29.4
 Males, Northern NSW LHD, 2011-2012, Weekly,634,38.3,33.1,43.6
 Males, Northern NSW LHD, 2011-2012, Daily,634,17.1,13.5,20.7
 Males, Northern NSW LHD, 2012-2013, Never,652,22,17.3,26.6
 Males, Northern NSW LHD, 2012-2013, Less than weekly,652,22.2,17,27.4
 Males, Northern NSW LHD, 2012-2013, Weekly,652,36.2,30.8,41.6
 Males, Northern NSW LHD, 2012-2013, Daily,652,19.7,15,24.3
 Males, Northern NSW LHD, 2013-2014, Never,648,22.9,17.8,28
 Males, Northern NSW LHD, 2013-2014, Less than weekly,648,20.1,14.5,25.7
 Males, Northern NSW LHD, 2013-2014, Weekly,648,40.3,34,46.6
 Males, Northern NSW LHD, 2013-2014, Daily,648,16.7,12.3,21.1
 Males, Northern NSW LHD, 2014-2015, Never,673,23.8,18.2,29.5
 Males, Northern NSW LHD, 2014-2015, Less than weekly,673,17.8,12.9,22.7
 Males, Northern NSW LHD, 2014-2015, Weekly,673,41.5,34.9,48.1
 Males, Northern NSW LHD, 2014-2015, Daily,673,16.8,11.5,22.1
 Males, Northern NSW LHD, 2015-2016, Never,723,18.6,13.5,23.7
 Males, Northern NSW LHD, 2015-2016, Less than weekly,723,15.8,11.7,20
 Males, Northern NSW LHD, 2015-2016, Weekly,723,46.9,39.7,54.1
 Males, Northern NSW LHD, 2015-2016, Daily,723,18.7,13,24.3
 Males, Northern NSW LHD, 2016-2017, Never,716,14.2,9.9,18.5
 Males, Northern NSW LHD, 2016-2017, Less than weekly,716,17.7,13,22.4
 Males, Northern NSW LHD, 2016-2017, Weekly,716,49.7,42.6,56.8
 Males, Northern NSW LHD, 2016-2017, Daily,716,18.4,13.6,23.2
 Males, Mid North Coast LHD, 2002-2003, Never,445,16.1,12.5,19.8
 Males, Mid North Coast LHD, 2002-2003, Less than weekly,445,19.8,15.2,24.4
 Males, Mid North Coast LHD, 2002-2003, Weekly,445,41.4,36,46.9
 Males, Mid North Coast LHD, 2002-2003, Daily,445,22.6,18.3,26.9
 Males, Mid North Coast LHD, 2003-2004, Never,387,16.7,12.3,21.1
 Males, Mid North Coast LHD, 2003-2004, Less than weekly,387,17.5,13,22
 Males, Mid North Coast LHD, 2003-2004, Weekly,387,47,41,52.9
 Males, Mid North Coast LHD, 2003-2004, Daily,387,18.8,14.7,23
 Males, Mid North Coast LHD, 2004-2005, Never,490,19.8,15.4,24.2
 Males, Mid North Coast LHD, 2004-2005, Less than weekly,490,17,12.7,21.4
 Males, Mid North Coast LHD, 2004-2005, Weekly,490,45.7,40.2,51.2
 Males, Mid North Coast LHD, 2004-2005, Daily,490,17.5,13.7,21.3
 Males, Mid North Coast LHD, 2005-2006, Never,482,19.3,15.4,23.2
 Males, Mid North Coast LHD, 2005-2006, Less than weekly,482,19.5,14.8,24.1
 Males, Mid North Coast LHD, 2005-2006, Weekly,482,41.3,35.7,46.9
 Males, Mid North Coast LHD, 2005-2006, Daily,482,19.9,15.3,24.6
 Males, Mid North Coast LHD, 2006-2007, Never,331,16.1,11.9,20.4
 Males, Mid North Coast LHD, 2006-2007, Less than weekly,331,20.2,14.6,25.8
 Males, Mid North Coast LHD, 2006-2007, Weekly,331,44.1,37.5,50.7
 Males, Mid North Coast LHD, 2006-2007, Daily,331,19.6,14.2,25
 Males, Mid North Coast LHD, 2007-2008, Never,360,17.6,13,22.3
 Males, Mid North Coast LHD, 2007-2008, Less than weekly,360,15.8,10.7,20.8
 Males, Mid North Coast LHD, 2007-2008, Weekly,360,48.2,41.5,54.8
 Males, Mid North Coast LHD, 2007-2008, Daily,360,18.5,14,22.9
 Males, Mid North Coast LHD, 2008-2009, Never,428,22.7,17.6,27.9
 Males, Mid North Coast LHD, 2008-2009, Less than weekly,428,14.6,10.3,19
 Males, Mid North Coast LHD, 2008-2009, Weekly,428,44.7,37.9,51.5
 Males, Mid North Coast LHD, 2008-2009, Daily,428,17.9,13.8,22
 Males, Mid North Coast LHD, 2009-2010, Never,453,20.7,16,25.4
 Males, Mid North Coast LHD, 2009-2010, Less than weekly,453,19.7,15,24.5
 Males, Mid North Coast LHD, 2009-2010, Weekly,453,43.3,37,49.7
 Males, Mid North Coast LHD, 2009-2010, Daily,453,16.2,12.5,20
 Males, Mid North Coast LHD, 2010-2011, Never,544,16.2,12.5,20
 Males, Mid North Coast LHD, 2010-2011, Less than weekly,544,25.7,20.6,30.8
 Males, Mid North Coast LHD, 2010-2011, Weekly,544,40.6,35.2,46
 Males, Mid North Coast LHD, 2010-2011, Daily,544,17.5,13.6,21.3
 Males, Mid North Coast LHD, 2011-2012, Never,635,19.9,14.8,25
 Males, Mid North Coast LHD, 2011-2012, Less than weekly,635,20.3,15.7,24.9
 Males, Mid North Coast LHD, 2011-2012, Weekly,635,40.3,34.4,46.2
 Males, Mid North Coast LHD, 2011-2012, Daily,635,19.5,15.2,23.7
 Males, Mid North Coast LHD, 2012-2013, Never,619,29,22.4,35.6
 Males, Mid North Coast LHD, 2012-2013, Less than weekly,619,11.7,8.4,14.9
 Males, Mid North Coast LHD, 2012-2013, Weekly,619,38.9,32.2,45.6
 Males, Mid North Coast LHD, 2012-2013, Daily,619,20.4,14.7,26.2
 Males, Mid North Coast LHD, 2013-2014, Never,630,28.5,22,34.9
 Males, Mid North Coast LHD, 2013-2014, Less than weekly,630,16.1,11.3,21
 Males, Mid North Coast LHD, 2013-2014, Weekly,630,35.6,28.5,42.7
 Males, Mid North Coast LHD, 2013-2014, Daily,630,19.8,13.5,26.2
 Males, Mid North Coast LHD, 2014-2015, Never,681,21.2,15.5,26.8
 Males, Mid North Coast LHD, 2014-2015, Less than weekly,681,17.1,11.7,22.5
